crop,region,soil_type,rainfall_mm,avg_temp_c,humidity_pct,sunlight_hours,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_pct,fertilizer_kg_ha,irrigation_mm,pesticide_l_ha,ndvi,planting_density_k_per_ha,days_to_harvest,yield_tons_per_ha
Wheat,East,Silty,814.9,30.6,78.9,9.97,6.94,32.1,38.7,57.2,2.73,123.8,330.9,2.35,0.512,98.8,115,2.7
Maize,North,Sandy,794.6,28.2,70.7,5.53,5.12,39.3,40.2,26.9,4.6,66.4,267.5,2.27,0.437,51.0,108,4.628
Rice,South,Loamy,717.2,31.0,53.5,10.98,5.67,58.9,35.7,41.7,1.84,81.7,434.6,1.99,0.408,91.2,104,4.352
Wheat,North,Silty,898.6,19.6,76.6,6.52,5.75,61.2,42.2,65.1,0.73,155.8,449.2,1.73,0.734,78.6,115,3.218
Soybean,North,Sandy,307.4,28.8,47.5,5.24,6.15,53.2,9.4,24.2,1.82,153.9,425.2,1.48,0.626,118.6,146,2.837
Wheat,North,Silty,433.8,15.0,59.6,6.53,7.41,48.2,47.9,43.5,2.43,174.1,389.0,0.54,0.677,61.2,135,3.186
Soybean,East,Silty,632.5,18.8,53.6,5.79,7.03,51.9,57.7,29.6,3.0,108.7,329.4,3.42,0.567,94.1,101,2.599
Soybean,West,Clayey,339.2,24.8,71.3,7.63,6.57,27.4,33.4,49.2,2.07,160.2,229.5,2.75,0.606,55.5,100,2.266
Wheat,West,Loamy,598.3,28.0,52.8,4.52,6.54,51.5,42.4,45.5,3.13,230.8,211.2,3.01,0.594,123.2,91,3.236
Wheat,West,Silty,606.3,34.1,71.4,7.21,6.49,72.2,60.2,31.8,3.65,176.0,423.6,0.84,0.426,91.4,144,2.827
Soybean,West,Clayey,1027.4,22.6,68.9,8.0,7.46,30.2,40.4,45.3,3.35,152.4,435.9,1.5,0.722,69.4,103,2.011
Maize,Central,Sandy,735.6,18.8,54.4,9.22,5.23,38.2,43.7,45.9,2.86,167.2,329.5,1.93,0.471,108.8,88,4.576
Wheat,South,Silty,957.4,18.5,87.4,8.02,7.04,44.0,62.1,36.5,4.2,224.6,329.4,2.36,0.519,115.3,120,3.29
Cotton,West,Silty,775.4,19.9,48.8,9.13,6.14,45.0,64.4,39.2,2.2,160.4,325.6,1.23,0.655,88.0,125,1.818
Rice,Central,Silty,566.1,37.3,38.9,6.09,6.85,77.6,27.3,35.9,2.76,118.8,443.8,3.73,0.755,75.9,111,4.163
Wheat,East,Loamy,733.4,28.5,72.8,7.59,6.86,36.0,35.1,13.1,2.45,119.4,390.8,2.88,0.507,56.6,121,2.634
Cotton,Central,Clayey,882.4,30.7,27.8,3.66,7.01,33.0,50.7,58.0,3.65,117.4,248.3,2.18,0.714,59.7,114,1.795
Wheat,North,Sandy,998.4,22.6,82.4,6.83,7.61,61.6,46.0,61.7,2.57,115.8,361.1,2.3,0.649,54.1,131,2.863
Maize,Central,Loamy,666.9,24.0,61.5,7.58,5.54,40.3,48.5,20.5,3.4,197.4,110.0,1.78,0.567,102.6,125,5.201
Cotton,East,Sandy,288.1,28.2,38.6,7.72,7.2,61.8,8.5,61.9,3.82,252.0,225.9,1.32,0.587,103.6,102,1.882
Maize,South,Loamy,270.5,21.0,45.8,4.64,6.46,47.0,16.6,50.6,2.49,125.5,90.1,0.0,0.586,57.7,134,4.9
Maize,North,Loamy,618.4,22.3,35.5,6.41,6.18,56.9,61.4,29.6,1.4,95.9,197.2,2.88,0.634,104.3,96,4.912
Rice,West,Clayey,115.5,20.0,65.7,6.62,7.92,26.5,49.3,42.1,2.77,73.8,208.3,2.06,0.773,73.5,91,3.847
Wheat,East,Clayey,1148.8,21.3,40.1,6.36,6.99,56.8,44.2,35.1,2.2,253.6,50.0,3.18,0.644,67.8,122,2.903
Maize,South,Sandy,849.2,24.3,67.5,8.09,6.21,53.3,25.1,57.9,2.36,208.0,440.7,2.58,0.559,88.9,127,4.674
Cotton,South,Loamy,541.1,19.1,55.4,6.67,7.17,46.2,35.0,32.2,0.53,109.1,239.0,1.97,0.532,78.0,139,1.593
Wheat,Central,Silty,422.6,25.7,52.9,7.15,6.47,31.5,46.8,74.7,1.38,158.4,261.2,2.09,0.621,43.2,164,3.647
Cotton,East,Clayey,957.0,25.7,67.6,6.27,6.2,53.3,23.4,61.2,3.8,234.2,196.7,1.26,0.529,72.2,72,1.961
Maize,North,Clayey,421.6,22.9,69.4,8.6,6.08,60.9,31.5,27.9,2.06,146.2,367.9,0.81,0.333,51.7,103,5.637
Maize,South,Loamy,445.4,19.0,77.2,8.71,6.71,42.0,44.5,67.9,4.16,201.8,465.7,1.01,0.772,44.4,121,5.078
Wheat,North,Loamy,508.5,24.6,50.5,6.54,6.07,42.3,47.1,55.2,2.28,140.6,362.7,1.04,0.581,66.7,160,4.058
Soybean,West,Loamy,728.5,21.0,59.6,11.28,6.61,61.9,33.7,42.9,3.49,132.3,341.8,1.81,0.573,77.6,108,2.322
Wheat,Central,Loamy,855.2,24.3,50.5,5.85,7.12,75.7,51.8,54.5,2.75,0.0,63.1,2.78,0.802,52.2,77,3.016
Rice,Central,Silty,998.2,30.6,62.4,8.51,6.58,64.1,51.4,57.9,3.65,125.7,287.8,2.68,0.523,80.8,91,5.437
Soybean,West,Sandy,961.2,16.5,48.3,5.57,7.88,53.4,18.5,34.4,2.75,117.8,377.7,0.48,0.664,81.2,113,1.743
Wheat,West,Clayey,700.2,37.0,53.6,8.16,6.51,46.4,59.7,56.7,3.21,181.2,443.9,2.86,0.599,93.6,128,2.65
Maize,East,Silty,955.1,23.6,53.7,8.04,7.44,49.6,54.0,38.9,4.23,165.0,372.8,2.14,0.652,75.6,173,4.366
Maize,West,Silty,532.3,26.5,64.4,5.48,7.18,30.1,42.5,56.4,3.47,161.9,550.5,2.7,0.51,94.0,101,4.309
Wheat,North,Sandy,244.8,19.5,60.0,6.8,7.57,47.7,38.4,43.1,2.31,207.2,212.6,2.51,0.736,95.8,131,4.323
Rice,East,Sandy,532.2,30.9,67.6,9.8,7.88,66.8,49.5,30.9,1.13,9.8,212.6,0.33,0.866,48.5,144,4.103
Rice,East,Sandy,498.4,23.2,58.4,5.78,5.27,50.6,46.4,53.8,2.89,147.0,346.0,2.2,0.459,114.8,103,4.683
Soybean,North,Loamy,542.0,21.6,51.3,7.6,6.69,40.6,36.7,39.7,3.43,79.8,453.3,3.47,0.714,104.4,159,2.499
Cotton,East,Silty,460.2,20.5,62.9,7.5,6.42,39.2,59.3,47.2,3.15,74.9,472.7,0.81,0.618,73.8,103,1.54
Cotton,West,Clayey,584.7,22.4,46.2,6.94,6.58,49.5,14.7,50.7,2.12,132.6,55.8,1.08,0.655,60.3,92,2.039
Wheat,South,Sandy,855.0,26.5,68.5,4.4,6.22,31.5,32.0,65.6,3.15,151.3,313.3,0.01,0.67,96.8,156,2.705
Wheat,East,Clayey,1128.8,25.0,55.7,8.24,6.12,36.4,45.4,38.9,3.66,180.1,414.3,1.55,0.412,65.8,116,3.144
Wheat,South,Clayey,268.7,23.8,63.1,7.02,5.73,73.0,39.4,33.1,4.39,176.2,411.0,0.53,0.481,58.3,90,3.277
Maize,South,Loamy,378.1,19.7,63.3,8.66,6.57,34.5,48.4,68.0,2.77,100.4,367.8,1.14,0.563,72.8,107,5.269
Wheat,North,Clayey,502.1,19.4,84.0,7.35,7.15,38.0,23.3,45.0,5.46,138.2,289.8,2.25,0.783,103.9,100,3.58
Rice,South,Silty,891.4,21.2,65.7,7.1,6.15,54.4,36.9,37.4,4.45,236.2,0.0,2.82,0.554,109.2,104,4.943
Cotton,Central,Clayey,648.8,26.8,61.1,7.56,6.27,43.4,53.8,50.1,3.17,246.8,546.8,0.06,0.67,117.2,122,1.835
Cotton,Central,Clayey,519.0,28.0,49.6,5.52,6.01,51.3,22.1,40.2,3.26,131.6,373.4,1.54,0.608,75.0,109,1.954
Cotton,West,Loamy,879.2,28.8,72.0,9.34,5.8,62.9,37.1,41.3,4.39,155.6,194.2,1.77,0.61,76.7,169,1.829
Rice,West,Clayey,939.1,24.0,55.9,6.44,6.33,26.8,33.6,81.0,2.04,96.2,261.1,1.87,0.623,76.8,108,4.645
Soybean,West,Silty,695.3,26.3,37.1,6.46,6.74,61.3,44.4,31.2,2.2,211.6,331.3,2.8,0.478,67.1,114,2.496
Soybean,East,Sandy,495.9,23.0,57.1,8.94,7.38,41.3,44.7,24.9,1.71,289.0,357.0,2.8,0.577,66.4,154,2.73
Wheat,East,Clayey,767.6,13.5,62.9,7.37,5.67,45.7,41.2,62.2,2.74,117.9,133.2,2.89,0.539,71.2,149,3.78
Maize,West,Clayey,641.7,22.7,47.7,6.65,6.48,78.8,36.5,39.7,2.14,220.6,181.1,2.24,0.591,117.5,136,5.287
Maize,West,Loamy,639.7,21.7,58.2,7.62,7.32,29.0,40.8,49.5,2.65,194.2,360.0,1.75,0.498,62.8,107,4.833
Rice,East,Sandy,571.9,17.8,58.9,7.94,5.67,58.9,38.0,53.9,2.97,139.9,230.8,1.49,0.872,84.4,154,4.576
Soybean,East,Silty,931.2,20.6,59.2,6.82,7.39,66.9,39.6,20.5,1.62,108.2,86.6,2.6,0.344,92.1,108,2.011
Soybean,East,Silty,762.5,24.8,78.5,8.38,6.19,39.7,57.5,61.0,4.37,298.7,205.0,1.16,0.349,122.4,91,2.079
Maize,South,Sandy,958.9,17.2,40.3,5.09,7.0,40.0,25.6,37.1,4.19,196.0,298.5,1.16,0.664,86.0,103,4.093
Soybean,South,Sandy,1034.1,19.7,90.5,7.39,6.35,44.5,44.1,71.6,2.54,207.5,103.3,2.5,0.724,74.4,137,2.104
Soybean,North,Silty,814.7,33.3,59.5,8.2,6.82,39.7,28.7,33.9,4.48,137.3,496.2,2.75,0.841,60.3,111,2.065
Maize,East,Loamy,573.4,14.4,68.7,7.93,7.63,51.0,63.5,66.9,3.39,153.7,442.6,2.0,0.561,62.1,122,4.625
Rice,West,Sandy,960.1,22.9,61.9,3.64,6.42,63.4,41.1,69.5,4.1,77.0,410.0,2.63,0.601,79.8,93,3.951
Soybean,West,Loamy,816.4,17.0,34.1,6.81,7.2,44.6,24.8,38.1,1.64,195.7,310.9,1.73,0.675,73.9,138,1.984
Soybean,Central,Loamy,1350.8,19.5,44.2,5.18,6.69,63.9,37.2,42.3,2.66,127.5,151.7,1.85,0.81,78.8,99,2.159
Cotton,North,Clayey,777.5,22.8,52.1,8.93,5.95,71.0,22.5,40.6,3.63,88.4,199.3,2.37,0.403,91.6,95,1.808
Wheat,West,Sandy,874.4,18.1,74.9,6.41,6.4,56.5,32.4,66.3,2.84,98.7,458.8,1.22,0.629,66.9,112,3.069
Maize,West,Silty,772.6,27.4,39.2,8.76,6.35,57.9,47.4,47.5,2.82,294.6,204.8,2.72,0.696,87.5,85,5.067
Cotton,East,Silty,675.2,32.1,47.2,5.17,5.51,41.1,56.3,52.5,2.89,132.2,296.1,1.76,0.55,100.8,94,1.845
Maize,South,Silty,635.3,29.1,62.5,7.59,6.82,10.7,53.0,43.0,3.37,172.1,265.3,1.82,0.665,43.5,96,5.147
Cotton,South,Clayey,773.6,30.1,67.1,7.01,6.96,58.8,38.7,51.6,3.11,78.3,281.2,2.09,0.508,83.5,123,1.634
Wheat,West,Clayey,830.3,15.7,66.6,11.15,7.07,61.9,46.8,52.5,4.56,138.7,284.9,2.83,0.783,108.7,100,2.782
Wheat,Central,Clayey,988.6,22.5,45.2,8.77,7.5,53.6,49.7,36.6,2.01,67.8,271.4,0.0,0.335,88.4,125,2.792
Soybean,West,Silty,777.2,26.8,36.0,8.67,7.17,63.6,67.0,69.8,3.09,172.3,245.8,0.73,0.561,67.5,113,2.312
Rice,East,Loamy,584.3,29.2,68.1,10.04,6.08,41.8,32.8,42.1,3.7,95.4,261.7,3.03,0.685,92.3,106,4.511
Maize,West,Clayey,618.3,34.5,81.5,7.43,6.23,57.8,58.1,59.4,1.76,197.9,275.0,2.49,0.557,69.5,148,5.398
Maize,North,Loamy,369.3,30.4,54.8,6.85,7.09,72.1,26.9,27.3,2.66,42.6,186.7,1.56,0.728,97.7,76,5.234
Maize,West,Sandy,1115.3,29.4,42.8,6.68,6.77,60.0,54.2,54.6,3.17,112.1,131.9,2.07,0.61,89.4,133,4.174
Cotton,North,Sandy,564.7,39.8,53.6,7.49,6.49,70.1,32.6,59.9,4.5,220.6,255.6,2.6,0.645,118.2,89,1.517
Wheat,Central,Clayey,941.9,24.6,65.9,2.84,5.89,70.2,31.8,48.7,3.14,242.0,195.0,3.55,0.685,77.9,97,3.194
Soybean,Central,Silty,769.1,22.3,56.5,7.0,6.13,31.7,36.6,60.1,3.76,150.4,292.1,1.58,0.592,88.9,107,2.133
Cotton,East,Loamy,775.9,25.1,81.1,7.34,6.91,60.8,30.7,35.1,3.82,126.7,172.0,3.32,0.352,73.2,112,1.777
Soybean,South,Clayey,670.6,18.5,73.9,6.77,5.13,40.5,45.1,51.6,0.24,157.0,72.9,2.57,0.863,82.2,116,2.295
Rice,West,Loamy,503.1,24.4,62.8,4.7,4.86,33.4,54.7,23.7,3.08,273.1,474.6,1.08,0.805,63.0,120,4.104
Wheat,West,Loamy,457.9,13.6,30.7,6.78,6.99,45.7,14.7,47.1,2.56,133.9,224.1,1.39,0.709,106.5,105,3.602
Soybean,West,Sandy,1132.1,20.8,49.6,4.7,6.13,76.3,37.9,33.9,4.5,150.2,33.1,3.21,0.546,84.8,60,2.046
Maize,East,Clayey,728.5,23.3,51.8,9.66,6.83,41.8,27.0,44.0,3.7,86.8,389.2,3.41,0.667,80.7,99,4.481
Wheat,South,Loamy,981.3,29.7,48.8,6.61,7.6,23.6,50.9,64.3,3.87,109.3,241.0,1.95,0.341,98.2,138,2.461
Rice,North,Sandy,1046.2,30.7,62.9,3.91,5.79,28.3,57.0,69.3,3.52,176.4,291.8,3.1,0.366,110.7,131,5.099
Cotton,South,Silty,597.3,18.2,63.2,6.69,5.33,57.2,37.9,27.0,3.1,203.6,314.1,2.35,0.95,125.5,132,1.864
Rice,East,Sandy,805.9,36.5,34.9,8.34,6.31,38.6,31.6,62.4,3.84,168.1,410.4,1.93,0.414,63.1,111,4.192
Wheat,East,Silty,711.3,24.9,72.1,7.26,6.02,19.4,20.6,64.6,2.98,199.8,325.7,2.19,0.554,94.0,129,2.706
Soybean,East,Silty,410.7,25.4,60.2,5.63,6.48,28.9,63.4,49.5,4.28,90.0,121.0,0.61,0.622,99.2,105,2.712
Wheat,South,Sandy,653.6,14.3,65.4,5.98,6.88,52.5,55.8,64.0,1.93,84.0,145.5,1.73,0.652,78.3,108,3.964
Cotton,Central,Clayey,846.9,20.3,71.2,6.57,6.73,61.7,16.3,39.2,4.04,197.7,116.7,1.47,0.6,67.2,102,2.039
Cotton,South,Clayey,575.2,30.3,48.5,6.34,6.53,43.3,47.9,37.8,2.64,121.4,229.4,3.0,0.545,103.5,141,1.915
Cotton,Central,Sandy,618.8,25.0,78.9,5.11,7.24,59.7,26.7,37.9,3.68,79.5,335.8,2.25,0.585,61.8,60,1.862
Cotton,South,Sandy,656.7,24.6,57.9,6.9,6.97,63.7,33.9,55.0,1.43,162.2,191.6,1.76,0.77,88.3,120,1.78
Rice,East,Sandy,1227.9,25.4,82.7,5.0,6.37,38.2,25.0,43.6,3.27,155.2,207.7,3.11,0.696,66.1,120,4.984
Rice,West,Loamy,241.5,15.3,46.6,8.42,6.94,48.2,16.0,35.0,2.85,138.6,202.7,0.49,0.702,81.0,122,4.236
Rice,South,Loamy,825.4,23.4,81.6,8.61,5.42,41.0,39.5,35.6,2.95,245.2,219.0,1.05,0.309,49.1,115,4.72
Maize,South,Sandy,636.7,32.4,46.4,5.5,7.24,58.1,62.7,45.0,1.23,262.5,370.8,3.26,0.679,59.3,148,4.998
Cotton,South,Silty,539.8,30.5,98.2,5.93,6.52,40.8,28.9,33.1,3.03,207.6,255.0,2.64,0.619,43.8,118,2.033
Soybean,Central,Loamy,630.5,23.2,45.7,6.37,5.66,31.8,50.7,54.4,3.13,175.8,422.9,0.42,0.505,133.4,111,1.903
Soybean,North,Loamy,866.8,33.4,75.8,6.95,6.21,50.8,52.6,61.7,1.22,232.8,226.4,2.22,0.876,51.3,133,1.979
Cotton,East,Sandy,881.1,16.4,54.6,7.39,7.23,66.7,48.7,58.6,1.85,159.5,294.0,0.73,0.38,97.7,77,1.63
Soybean,West,Clayey,746.5,18.2,70.7,7.69,5.96,57.7,64.0,85.8,3.16,138.4,267.4,1.57,0.595,64.9,99,1.89
Rice,West,Loamy,973.2,35.2,59.4,7.66,6.79,65.1,51.5,50.8,3.41,115.0,325.4,2.46,0.777,32.4,143,4.388
Maize,East,Loamy,1017.2,27.5,43.6,9.33,7.12,63.8,61.7,68.7,2.95,103.1,355.2,1.97,0.623,85.3,124,4.075
Maize,North,Loamy,904.1,22.3,18.0,7.09,6.52,50.6,26.2,47.6,3.04,205.7,294.6,1.93,0.306,131.6,82,4.023
Wheat,North,Sandy,563.5,23.7,97.6,5.05,5.89,41.0,48.9,41.1,3.03,59.9,615.0,1.18,0.816,64.4,182,3.217
Soybean,East,Loamy,823.6,19.2,61.1,4.59,6.46,37.0,58.1,46.7,2.46,114.3,475.2,3.15,0.345,116.9,113,1.864
Soybean,Central,Silty,824.8,25.7,15.8,9.45,5.51,26.2,30.7,47.3,2.82,128.8,227.5,2.5,0.42,119.4,98,2.469
Soybean,North,Silty,496.1,25.2,64.5,7.76,6.16,67.8,5.0,43.3,1.6,65.6,454.6,1.19,0.745,58.5,81,2.294
Maize,Central,Sandy,307.6,24.1,70.3,7.31,5.72,45.0,24.8,29.8,2.42,126.5,441.6,2.12,0.455,45.5,151,5.477
Soybean,West,Loamy,194.3,17.0,49.3,7.67,6.47,24.4,31.3,31.3,2.96,155.6,138.6,1.69,0.562,64.3,93,2.766
Cotton,North,Loamy,717.5,25.6,49.4,7.24,5.61,68.5,46.7,60.9,4.24,211.6,42.7,1.45,0.454,101.8,107,1.947
Maize,South,Sandy,774.5,20.8,59.7,7.65,6.56,51.4,33.2,56.7,2.88,119.6,322.4,2.14,0.611,39.7,125,4.723
Maize,South,Sandy,404.6,18.1,78.0,6.44,7.29,64.5,40.0,69.9,5.06,156.0,280.7,3.67,0.78,89.9,67,5.544
Wheat,Central,Clayey,961.5,31.6,61.5,8.58,7.34,46.1,32.7,39.5,4.93,60.3,0.0,1.13,0.363,81.9,137,2.967
Soybean,East,Sandy,738.1,37.0,81.9,6.21,5.63,38.1,38.5,38.2,3.07,77.0,312.2,2.56,0.636,66.8,94,1.887
Cotton,South,Sandy,1037.4,35.7,77.0,5.65,6.03,56.7,39.2,28.9,2.59,35.8,302.5,2.86,0.342,70.1,144,1.392
Soybean,South,Sandy,792.6,27.9,56.6,4.46,7.1,57.9,32.4,59.8,5.27,208.7,223.8,2.49,0.915,76.4,124,2.035
Cotton,East,Clayey,433.4,22.4,36.4,6.64,6.99,45.8,49.9,32.5,3.75,130.3,486.2,2.91,0.462,81.8,146,1.9
Cotton,North,Clayey,814.6,23.6,56.6,8.9,6.07,69.7,56.6,44.6,3.44,163.3,270.0,1.93,0.684,112.8,122,1.689
Soybean,South,Loamy,867.5,26.4,67.9,6.31,6.16,64.2,26.2,49.4,2.28,181.4,249.5,2.49,0.644,71.7,143,2.368
Maize,North,Sandy,563.1,21.5,60.9,4.93,6.56,58.5,42.6,23.1,2.57,198.5,296.9,2.12,0.62,78.1,128,5.686
Wheat,West,Clayey,339.5,31.9,69.5,7.43,5.22,33.4,22.8,55.9,2.0,270.3,133.4,0.72,0.534,92.4,116,3.388
Wheat,West,Clayey,725.1,11.8,73.0,6.02,6.87,31.2,19.0,59.1,4.49,147.5,187.0,0.96,0.395,60.2,126,3.133
Rice,East,Clayey,449.8,22.2,68.0,9.32,7.26,68.0,52.4,48.9,3.5,107.3,0.0,3.05,0.821,112.1,60,4.718
Maize,North,Clayey,980.2,28.8,55.9,8.61,6.23,17.2,64.1,43.8,2.69,191.9,343.2,1.54,0.458,63.3,103,4.29
Soybean,South,Clayey,598.2,18.9,67.8,5.09,5.51,48.6,36.1,44.5,2.53,291.8,406.8,1.68,0.582,89.4,147,2.191
Maize,Central,Sandy,1131.2,22.6,93.5,6.74,7.49,52.2,62.0,64.6,2.01,117.6,330.7,2.77,0.548,74.7,85,3.984
Wheat,South,Clayey,169.0,27.6,37.7,5.87,6.65,42.7,32.2,45.7,2.93,102.3,321.4,1.88,0.747,80.1,102,3.654
Rice,North,Sandy,733.7,33.1,67.3,5.26,7.0,49.5,37.2,44.7,3.17,0.0,286.0,2.71,0.941,120.0,79,4.274
Cotton,North,Sandy,1057.3,16.2,87.5,6.92,5.58,56.3,60.0,35.4,0.72,26.0,476.8,1.89,0.498,85.2,73,1.435
Cotton,Central,Loamy,477.4,15.8,42.4,8.23,5.58,41.2,29.0,5.8,2.04,235.2,277.8,0.97,0.621,66.0,107,1.714
Rice,North,Sandy,660.2,18.3,75.0,6.88,6.79,63.2,51.0,60.3,2.32,139.6,402.8,3.02,0.761,61.4,127,4.173
Cotton,East,Loamy,599.2,14.8,77.0,6.23,7.22,58.7,35.8,45.0,4.09,81.7,390.5,1.18,0.8,105.3,110,1.677
Soybean,Central,Loamy,529.1,15.2,37.8,3.69,5.71,47.3,31.4,32.7,2.45,150.2,129.8,3.26,0.577,88.9,85,2.361
Cotton,West,Sandy,761.2,18.2,70.7,6.0,6.43,37.6,33.9,74.5,1.21,306.1,373.6,2.57,0.582,69.8,87,1.719
Cotton,East,Clayey,376.1,31.4,55.9,7.83,5.39,48.6,14.0,51.2,1.9,150.3,161.0,1.48,0.793,102.0,92,1.836
Soybean,South,Silty,672.3,22.1,59.1,4.99,6.01,81.7,55.1,42.1,4.72,264.9,227.5,2.59,0.323,63.5,109,2.338
Rice,North,Loamy,829.0,24.2,55.1,8.92,6.32,38.6,42.7,59.3,2.63,93.8,273.2,1.54,0.737,62.4,93,5.513
Soybean,North,Silty,646.2,18.3,79.7,6.12,6.84,73.0,38.2,50.2,1.96,237.6,445.2,1.24,0.48,77.1,144,2.107
Rice,Central,Sandy,449.9,27.8,58.3,7.29,5.03,23.7,31.7,49.9,1.33,116.3,208.9,2.21,0.622,74.0,99,4.088
Rice,North,Clayey,957.5,35.3,53.1,6.4,7.42,37.1,43.7,36.5,3.02,103.8,334.6,2.78,0.609,44.8,104,3.946
Soybean,North,Clayey,882.6,18.7,53.3,5.24,6.38,41.9,50.6,54.7,3.13,93.6,107.6,2.28,0.509,69.7,130,1.982
Maize,Central,Silty,439.7,34.3,54.9,7.66,7.41,64.2,36.7,58.2,3.44,130.6,272.5,1.26,0.647,91.2,66,4.908
Maize,East,Loamy,376.5,26.2,43.8,6.1,6.99,50.8,51.6,36.6,5.73,208.6,237.6,0.65,0.546,72.3,154,5.816
Rice,South,Silty,462.0,24.1,52.9,5.75,7.1,69.7,43.3,18.5,1.76,121.1,446.3,1.82,0.752,79.2,137,4.521
Maize,West,Loamy,836.3,26.4,61.8,3.44,7.91,45.0,38.9,58.3,2.63,214.2,205.0,0.91,0.485,59.5,136,4.571
Wheat,East,Silty,768.9,26.3,66.1,8.95,5.95,49.2,50.9,53.8,3.29,107.0,107.4,1.9,0.443,85.6,98,3.366
Soybean,Central,Clayey,897.5,35.1,78.1,7.01,6.59,45.1,33.9,56.8,2.56,145.1,243.3,1.97,0.617,89.8,95,1.953
Maize,East,Sandy,618.5,27.1,63.6,8.66,5.81,80.4,25.0,45.6,0.93,118.2,221.2,2.71,0.589,108.1,101,5.058
Cotton,West,Sandy,468.8,27.2,52.9,7.93,6.43,33.2,39.4,58.5,3.51,258.7,324.5,2.65,0.827,73.5,107,1.971
Maize,Central,Loamy,929.7,21.5,44.8,8.66,7.0,42.4,40.4,35.9,2.37,181.1,453.9,2.98,0.596,74.8,148,4.644
Maize,East,Silty,561.6,29.0,64.4,6.15,7.29,35.3,37.3,42.4,1.94,167.1,255.2,1.98,0.6,92.7,68,4.897
Wheat,South,Clayey,746.6,18.3,58.2,4.94,6.23,58.6,54.3,30.3,2.11,133.3,339.5,1.6,0.419,76.9,149,3.27
Wheat,Central,Silty,312.5,24.7,58.7,8.14,5.66,32.9,46.0,61.2,4.55,115.0,283.8,2.44,0.629,92.6,111,3.598
Rice,South,Clayey,557.5,41.3,63.9,7.2,6.55,77.3,38.6,44.3,4.3,89.6,355.8,2.42,0.429,94.6,143,3.948
Rice,North,Silty,952.3,9.0,67.8,6.3,5.9,51.2,39.9,48.2,1.91,229.3,178.5,2.38,0.572,58.6,126,4.334
Rice,East,Silty,520.9,25.4,64.0,8.11,6.1,56.2,41.0,51.1,1.27,53.1,293.1,3.91,0.462,57.7,133,4.672
Rice,Central,Sandy,903.6,25.6,57.4,7.46,6.97,56.9,46.3,41.7,3.9,128.3,409.2,2.66,0.677,68.4,140,4.718
Soybean,North,Clayey,117.2,22.6,48.0,7.96,6.84,49.7,40.6,56.5,5.06,203.0,204.5,3.18,0.584,45.5,114,2.376
Wheat,Central,Sandy,560.2,22.8,50.8,5.47,7.08,51.8,38.1,68.2,5.33,49.5,275.0,0.92,0.773,117.1,93,3.396
Rice,Central,Silty,657.2,24.5,72.7,8.47,6.26,51.3,24.0,58.7,1.58,160.7,287.6,1.03,0.449,54.5,94,5.202
Wheat,Central,Clayey,1135.6,22.5,53.6,6.99,7.21,57.8,31.5,20.9,4.36,97.8,117.8,1.23,0.606,103.1,141,3.2
Rice,East,Sandy,407.7,25.3,39.8,8.63,6.51,37.7,43.3,46.5,2.99,151.6,382.3,2.02,0.619,59.4,155,5.501
Soybean,South,Clayey,867.7,21.1,77.4,8.45,6.3,35.1,42.3,47.2,1.07,139.9,227.4,1.86,0.577,101.6,98,2.688
Wheat,East,Sandy,964.2,36.1,45.9,8.03,5.73,62.3,22.2,62.4,2.14,14.7,290.2,2.26,0.761,103.7,144,2.409
Rice,North,Clayey,519.6,22.5,60.5,6.83,5.04,50.0,33.3,37.3,2.21,188.3,369.5,3.65,0.588,45.3,141,4.709
Wheat,Central,Sandy,606.6,27.4,67.4,8.06,5.41,19.9,28.8,30.4,3.48,90.7,381.6,1.91,0.442,77.8,79,2.839
Cotton,West,Sandy,735.4,20.0,60.0,8.67,6.65,42.9,56.4,56.7,1.63,117.1,153.1,2.48,0.658,114.2,140,1.717
Soybean,East,Silty,329.6,29.6,22.8,7.91,5.86,72.9,43.0,44.7,3.94,153.0,345.5,2.08,0.867,82.0,102,2.687
Rice,East,Loamy,586.2,28.4,65.9,7.3,5.35,47.6,45.2,36.3,3.48,172.5,413.9,3.08,0.496,98.1,155,4.743
Wheat,West,Silty,1019.0,26.5,79.9,8.07,6.21,42.0,39.2,41.4,4.02,176.8,217.0,2.64,0.588,85.2,123,2.97
Wheat,East,Loamy,830.7,17.8,71.8,6.21,6.7,27.6,32.5,25.2,2.34,197.5,391.2,1.95,0.629,97.8,180,3.091
Maize,Central,Loamy,660.8,19.5,28.1,9.27,6.79,41.5,34.7,47.4,3.4,1.9,345.5,2.96,0.739,105.3,117,4.702
Soybean,Central,Loamy,728.3,34.1,91.9,4.48,6.48,32.5,45.9,40.7,1.96,179.0,355.2,2.61,0.711,76.3,102,1.927
Maize,Central,Loamy,845.2,19.4,40.1,7.05,6.46,56.4,36.9,52.5,3.68,150.7,399.8,2.86,0.617,80.1,131,4.515
Cotton,West,Loamy,893.1,27.8,43.8,6.39,6.12,50.7,46.0,42.1,2.76,116.8,190.2,2.04,0.535,73.7,137,1.665
Rice,West,Silty,560.9,18.3,71.7,6.04,6.94,44.5,41.7,45.5,2.86,165.8,183.0,2.66,0.528,55.2,132,4.111
